Type,Replicate,Temperature,Water activity,Moisture content (% wet basis),Moisture content (% dry basis)
Ground-Fine,2,25,0.910,14.110,16.428
Ground-Fine,3,25,0.101,1.060,1.071
Ground-Fine,3,25,0.113,1.070,1.082
Ground-Fine,3,25,0.133,1.090,1.102
Ground-Fine,3,25,0.145,1.080,1.092
Ground-Fine,3,25,0.160,1.100,1.112
Ground-Fine,3,25,0.169,1.140,1.153
Ground-Fine,3,25,0.178,1.160,1.174
Ground-Fine,3,25,0.187,1.180,1.194
Ground-Fine,3,25,0.195,1.200,1.215
Ground-Fine,3,25,0.203,1.220,1.235
Ground-Fine,3,25,0.217,1.240,1.256
Ground-Fine,3,25,0.222,1.260,1.276
Ground-Fine,3,25,0.231,1.280,1.297
Ground-Fine,3,25,0.241,1.300,1.317
Ground-Fine,3,25,0.250,1.350,1.368
Ground-Fine,3,25,0.258,1.360,1.379
Ground-Fine,3,25,0.271,1.390,1.410
Ground-Fine,3,25,0.278,1.410,1.430
Ground-Fine,3,25,0.287,1.440,1.461
Ground-Fine,3,25,0.297,1.470,1.492
Ground-Fine,3,25,0.305,1.480,1.502
Ground-Fine,3,25,0.314,1.520,1.543
Ground-Fine,3,25,0.327,1.550,1.574
Ground-Fine,3,25,0.334,1.580,1.605
Ground-Fine,3,25,0.343,1.590,1.616
Ground-Fine,3,25,0.352,1.610,1.636
Ground-Fine,3,25,0.362,1.650,1.678
Ground-Fine,3,25,0.371,1.670,1.698
Ground-Fine,3,25,0.384,1.700,1.729
Ground-Fine,3,25,0.391,1.730,1.760
Ground-Fine,3,25,0.400,1.760,1.792
Ground-Fine,3,25,0.409,1.780,1.812
Ground-Fine,3,25,0.418,1.810,1.843
Ground-Fine,3,25,0.428,1.830,1.864
Ground-Fine,3,25,0.438,1.840,1.874
Ground-Fine,3,25,0.447,1.890,1.926
Ground-Fine,3,25,0.456,1.910,1.947
Ground-Fine,3,25,0.466,1.940,1.978
Ground-Fine,3,25,0.475,1.950,1.989
Ground-Fine,3,25,0.484,1.990,2.030
Ground-Fine,3,25,0.496,2.010,2.051
Ground-Fine,3,25,0.504,2.050,2.093
Ground-Fine,3,25,0.513,2.080,2.124
Ground-Fine,3,25,0.523,2.100,2.145
Ground-Fine,3,25,0.531,2.120,2.166
Ground-Fine,3,25,0.539,2.150,2.197
Ground-Fine,3,25,0.550,2.170,2.218
Ground-Fine,3,25,0.558,2.200,2.249
Ground-Fine,3,25,0.568,2.240,2.291
Ground-Fine,3,25,0.576,2.270,2.323
Ground-Fine,3,25,0.584,2.300,2.354
Ground-Fine,3,25,0.594,2.330,2.386
Ground-Fine,3,25,0.602,2.360,2.417
Ground-Fine,3,25,0.611,2.410,2.470
Ground-Fine,3,25,0.619,2.440,2.501
Ground-Fine,3,25,0.627,2.480,2.543
Ground-Fine,3,25,0.636,2.530,2.596
Ground-Fine,3,25,0.644,2.580,2.648
Ground-Fine,3,25,0.653,2.620,2.690
Ground-Fine,3,25,0.661,2.690,2.764
Ground-Fine,3,25,0.671,2.750,2.828
Ground-Fine,3,25,0.679,2.820,2.902
Ground-Fine,3,25,0.685,2.890,2.976
Ground-Fine,3,25,0.695,2.970,3.061
Ground-Fine,3,25,0.702,3.080,3.178
Ground-Fine,3,25,0.709,3.170,3.274
Ground-Fine,3,25,0.717,3.300,3.413
Ground-Fine,3,25,0.725,3.450,3.573
Ground-Fine,3,25,0.732,3.620,3.756
Ground-Fine,3,25,0.739,3.820,3.972
Ground-Fine,3,25,0.747,4.050,4.221
Ground-Fine,3,25,0.755,4.320,4.515
Ground-Fine,3,25,0.762,4.640,4.866
Ground-Fine,3,25,0.770,4.990,5.252
Ground-Fine,3,25,0.778,5.410,5.719
Ground-Fine,3,25,0.786,5.870,6.236
Ground-Fine,3,25,0.794,6.380,6.815
Ground-Fine,3,25,0.801,6.930,7.446
Ground-Fine,3,25,0.807,7.470,8.073
Ground-Fine,3,25,0.810,8.070,8.778
Ground-Fine,3,25,0.816,8.830,9.685
Ground-Fine,3,25,0.823,9.660,10.693
Ground-Fine,3,25,0.833,10.460,11.682
Ground-Fine,3,25,0.844,11.130,12.524
Ground-Fine,3,25,0.873,12.000,13.636
Ground-Fine,3,25,0.877,12.810,14.692
Ground-Fine,3,25,0.881,13.150,15.141
Ground-Fine,3,25,0.888,13.600,15.741
Ground-Fine,3,25,0.895,13.600,15.741
Ground-Fine,1,35,0.100,1.080,1.092
Ground-Fine,1,35,0.112,0.890,0.898
Ground-Fine,1,35,0.143,0.940,0.949
Ground-Fine,1,35,0.165,0.980,0.990
Ground-Fine,1,35,0.185,1.040,1.051
Ground-Fine,1,35,0.203,1.100,1.112
Ground-Fine,1,35,0.222,1.150,1.163
Ground-Fine,1,35,0.238,1.200,1.215
Ground-Fine,1,35,0.253,1.240,1.256
Ground-Fine,1,35,0.268,1.300,1.317
Ground-Fine,1,35,0.282,1.340,1.358
Ground-Fine,1,35,0.296,1.390,1.410
Ground-Fine,1,35,0.310,1.440,1.461
Ground-Fine,1,35,0.323,1.480,1.502
Ground-Fine,1,35,0.336,1.540,1.564
Ground-Fine,1,35,0.347,1.560,1.585
Ground-Fine,1,35,0.359,1.600,1.626
Ground-Fine,1,35,0.370,1.640,1.667
Ground-Fine,1,35,0.381,1.680,1.709
Ground-Fine,1,35,0.391,1.720,1.750
Ground-Fine,1,35,0.400,1.760,1.792
Ground-Fine,1,35,0.408,1.780,1.812
Ground-Fine,1,35,0.415,1.820,1.854
Ground-Fine,1,35,0.424,1.830,1.864
Ground-Fine,1,35,0.433,1.880,1.916
Ground-Fine,1,35,0.442,1.920,1.958
Ground-Fine,1,35,0.452,1.940,1.978
Ground-Fine,1,35,0.460,1.980,2.020
Ground-Fine,1,35,0.469,2.020,2.062
Ground-Fine,1,35,0.478,2.050,2.093
Ground-Fine,1,35,0.487,2.100,2.145
Ground-Fine,1,35,0.495,2.150,2.197
Ground-Fine,1,35,0.504,2.180,2.229
Ground-Fine,1,35,0.513,2.230,2.281
Ground-Fine,1,35,0.522,2.280,2.333
Ground-Fine,1,35,0.531,2.310,2.365
Ground-Fine,1,35,0.538,2.370,2.428
Ground-Fine,1,35,0.547,2.440,2.501
Ground-Fine,1,35,0.555,2.480,2.543
Ground-Fine,1,35,0.564,2.560,2.627
Ground-Fine,1,35,0.572,2.620,2.690
Ground-Fine,1,35,0.580,2.700,2.775
Ground-Fine,1,35,0.587,2.780,2.859
Ground-Fine,1,35,0.596,2.890,2.976
Ground-Fine,1,35,0.605,3.000,3.093
Ground-Fine,1,35,0.612,3.130,3.231
Ground-Fine,1,35,0.621,3.270,3.381
Ground-Fine,1,35,0.628,3.420,3.541
Ground-Fine,1,35,0.637,3.600,3.734
Ground-Fine,1,35,0.647,3.810,3.961
Ground-Fine,1,35,0.657,4.020,4.188
Ground-Fine,1,35,0.666,4.240,4.428
Ground-Fine,1,35,0.674,4.470,4.679
Ground-Fine,1,35,0.684,4.740,4.976
Ground-Fine,1,35,0.693,5.000,5.263
Ground-Fine,1,35,0.701,5.260,5.552
Ground-Fine,1,35,0.711,5.540,5.865
Ground-Fine,1,35,0.721,5.850,6.213
Ground-Fine,1,35,0.731,6.150,6.553
Ground-Fine,1,35,0.739,6.450,6.895
Ground-Fine,1,35,0.748,6.720,7.204
Ground-Fine,1,35,0.758,7.020,7.550
Ground-Fine,1,35,0.766,7.350,7.933
Ground-Fine,1,35,0.775,7.670,8.307
Ground-Fine,1,35,0.785,8.010,8.707
Ground-Fine,1,35,0.794,8.360,9.123
Ground-Fine,1,35,0.803,8.700,9.529
Ground-Fine,1,35,0.812,9.060,9.963
Ground-Fine,1,35,0.820,9.430,10.412
Ground-Fine,1,35,0.829,9.810,10.877
Ground-Fine,1,35,0.838,10.200,11.359
Ground-Fine,1,35,0.847,10.610,11.869
Ground-Fine,1,35,0.855,11.000,12.360
Ground-Fine,1,35,0.865,11.450,12.931
Ground-Fine,1,35,0.873,11.880,13.482
Ground-Fine,1,35,0.882,12.340,14.077
Ground-Fine,1,35,0.890,12.800,14.679
Ground-Fine,1,35,0.898,13.290,15.327
Ground-Fine,2,35,0.099,0.940,0.949
Ground-Fine,2,35,0.107,0.690,0.695
Ground-Fine,2,35,0.139,0.750,0.756
Ground-Fine,2,35,0.165,0.830,0.837
Ground-Fine,2,35,0.186,0.880,0.888
Ground-Fine,2,35,0.205,0.940,0.949
Ground-Fine,2,35,0.223,1.000,1.010
Ground-Fine,2,35,0.240,1.040,1.051
Ground-Fine,2,35,0.255,1.100,1.112
Ground-Fine,2,35,0.271,1.160,1.174
Ground-Fine,2,35,0.286,1.200,1.215
Ground-Fine,2,35,0.301,1.250,1.266
Ground-Fine,2,35,0.313,1.310,1.327
Ground-Fine,2,35,0.327,1.360,1.379
Ground-Fine,2,35,0.340,1.380,1.399
Ground-Fine,2,35,0.352,1.440,1.461
Ground-Fine,2,35,0.364,1.490,1.513
Ground-Fine,2,35,0.377,1.500,1.523
Ground-Fine,2,35,0.388,1.560,1.585
Ground-Fine,2,35,0.400,1.520,1.543
Ground-Fine,2,35,0.410,1.640,1.667
Ground-Fine,2,35,0.418,1.740,1.771
Ground-Fine,2,35,0.428,1.790,1.823
Ground-Fine,2,35,0.437,1.850,1.885
Ground-Fine,2,35,0.445,1.880,1.916
Ground-Fine,2,35,0.454,1.920,1.958
Ground-Fine,2,35,0.462,1.890,1.926
Ground-Fine,2,35,0.471,1.930,1.968
Ground-Fine,2,35,0.481,2.000,2.041
Ground-Fine,2,35,0.490,2.060,2.103
Ground-Fine,2,35,0.499,2.130,2.176
Ground-Fine,2,35,0.507,2.190,2.239
Ground-Fine,2,35,0.516,2.120,2.166
Ground-Fine,2,35,0.523,2.160,2.208
Ground-Fine,2,35,0.533,2.220,2.270
Ground-Fine,2,35,0.542,2.280,2.333
Ground-Fine,2,35,0.550,2.350,2.407
Ground-Fine,2,35,0.558,2.400,2.459
Ground-Fine,2,35,0.566,2.450,2.512
Ground-Fine,2,35,0.574,2.510,2.575
Ground-Fine,2,35,0.582,2.580,2.648
Ground-Fine,2,35,0.590,2.670,2.743
Ground-Fine,2,35,0.598,2.780,2.859
Ground-Fine,2,35,0.606,2.890,2.976
Ground-Fine,2,35,0.613,3.010,3.103
Ground-Fine,2,35,0.622,3.150,3.252
Ground-Fine,2,35,0.631,3.310,3.423
Ground-Fine,2,35,0.640,3.480,3.605
Ground-Fine,2,35,0.647,3.670,3.810
Ground-Fine,2,35,0.657,3.880,4.037
Ground-Fine,2,35,0.665,4.080,4.254
Ground-Fine,2,35,0.674,4.320,4.515
Ground-Fine,2,35,0.684,4.580,4.800
Ground-Fine,2,35,0.692,4.830,5.075
Ground-Fine,2,35,0.702,5.100,5.374
Ground-Fine,2,35,0.710,5.380,5.686
Ground-Fine,2,35,0.721,5.670,6.011
Ground-Fine,2,35,0.729,5.960,6.338
Ground-Fine,2,35,0.738,6.260,6.678
Ground-Fine,2,35,0.746,6.570,7.032
Ground-Fine,2,35,0.756,6.890,7.400
Ground-Fine,2,35,0.764,7.220,7.782
Ground-Fine,2,35,0.775,7.570,8.190
Ground-Fine,2,35,0.783,7.900,8.578
Ground-Fine,2,35,0.792,8.250,8.992
Ground-Fine,2,35,0.802,8.610,9.421
Ground-Fine,2,35,0.810,8.970,9.854
Ground-Fine,2,35,0.819,9.350,10.314
Ground-Fine,2,35,0.828,9.720,10.767
Ground-Fine,2,35,0.836,10.110,11.247
Ground-Fine,2,35,0.846,10.510,11.744
Ground-Fine,2,35,0.853,10.910,12.246
Ground-Fine,2,35,0.861,11.340,12.790
Ground-Fine,2,35,0.870,11.770,13.340
Ground-Fine,2,35,0.879,12.240,13.947
Ground-Fine,2,35,0.887,12.710,14.561
Ground-Fine,2,35,0.895,13.200,15.207
Ground-Fine,3,35,0.100,0.710,0.715
Ground-Fine,3,35,0.114,0.530,0.533
Ground-Fine,3,35,0.138,0.560,0.563
Ground-Fine,3,35,0.156,0.610,0.614
Ground-Fine,3,35,0.172,0.660,0.664
Ground-Fine,3,35,0.187,0.710,0.715
Ground-Fine,3,35,0.200,0.750,0.756
Ground-Fine,3,35,0.213,0.790,0.796
Ground-Fine,3,35,0.225,0.830,0.837
Ground-Fine,3,35,0.237,0.860,0.867
Ground-Fine,3,35,0.248,0.880,0.888
Ground-Fine,3,35,0.258,0.930,0.939
Ground-Fine,3,35,0.269,0.960,0.969
Ground-Fine,3,35,0.280,0.980,0.990
Ground-Fine,3,35,0.290,1.050,1.061
Ground-Fine,3,35,0.299,1.060,1.071
Ground-Fine,3,35,0.309,1.080,1.092
Ground-Fine,3,35,0.317,1.130,1.143
Ground-Fine,3,35,0.327,1.150,1.163
Ground-Fine,3,35,0.336,1.190,1.204
Ground-Fine,3,35,0.344,1.230,1.245
Ground-Fine,3,35,0.354,1.260,1.276
Ground-Fine,3,35,0.364,1.280,1.297
Ground-Fine,3,35,0.372,1.300,1.317
Ground-Fine,3,35,0.382,1.340,1.358
Ground-Fine,3,35,0.392,1.320,1.338
Ground-Fine,3,35,0.400,1.350,1.368
Ground-Fine,3,35,0.408,1.390,1.410
Ground-Fine,3,35,0.417,1.480,1.502
Ground-Fine,3,35,0.424,1.520,1.543
Ground-Fine,3,35,0.436,1.570,1.595
Ground-Fine,3,35,0.446,1.630,1.657
Ground-Fine,3,35,0.454,1.680,1.709
Ground-Fine,3,35,0.462,1.720,1.750
Ground-Fine,3,35,0.471,1.670,1.698
Ground-Fine,3,35,0.478,1.710,1.740
Ground-Fine,3,35,0.488,1.750,1.781
Ground-Fine,3,35,0.499,1.740,1.771
Ground-Fine,3,35,0.507,1.780,1.812
Ground-Fine,3,35,0.516,1.830,1.864
Ground-Fine,3,35,0.523,1.910,1.947
Ground-Fine,3,35,0.531,1.960,1.999
Ground-Fine,3,35,0.540,2.030,2.072
Ground-Fine,3,35,0.550,2.100,2.145
Ground-Fine,3,35,0.563,2.170,2.218
Ground-Fine,3,35,0.573,2.250,2.302
Ground-Fine,3,35,0.579,2.270,2.323
Ground-Fine,3,35,0.585,2.330,2.386
Ground-Fine,3,35,0.594,2.420,2.480
Ground-Fine,3,35,0.603,2.520,2.585
Ground-Fine,3,35,0.611,2.620,2.690
Ground-Fine,3,35,0.618,2.750,2.828
Ground-Fine,3,35,0.626,2.880,2.965
Ground-Fine,3,35,0.634,3.010,3.103
Ground-Fine,3,35,0.644,3.190,3.295
Ground-Fine,3,35,0.653,3.360,3.477
Ground-Fine,3,35,0.661,3.550,3.681
Ground-Fine,3,35,0.669,3.740,3.885
Ground-Fine,3,35,0.678,3.970,4.134
Ground-Fine,3,35,0.688,4.210,4.395
Ground-Fine,3,35,0.697,4.460,4.668
Ground-Fine,3,35,0.705,4.710,4.943
Ground-Fine,3,35,0.714,4.980,5.241
Ground-Fine,3,35,0.723,5.260,5.552
Ground-Fine,3,35,0.734,5.550,5.876
Ground-Fine,3,35,0.740,5.840,6.202
Ground-Fine,3,35,0.750,6.160,6.564
Ground-Fine,3,35,0.759,6.480,6.929
Ground-Fine,3,35,0.769,6.820,7.319
Ground-Fine,3,35,0.777,7.170,7.724
Ground-Fine,3,35,0.787,7.510,8.120
Ground-Fine,3,35,0.796,7.870,8.542
Ground-Fine,3,35,0.805,8.220,8.956
Ground-Fine,3,35,0.813,8.570,9.373
Ground-Fine,3,35,0.823,8.950,9.830
Ground-Fine,3,35,0.831,9.340,10.302
Ground-Fine,3,35,0.839,9.730,10.779
Ground-Fine,3,35,0.849,10.140,11.284
Ground-Fine,3,35,0.857,10.540,11.782
Ground-Fine,3,35,0.864,10.960,12.309
Ground-Fine,3,35,0.873,11.400,12.867
Ground-Fine,3,35,0.882,11.890,13.494
Ground-Fine,3,35,0.890,12.380,14.129
Ground-Fine,3,35,0.900,12.900,14.811
Ground-Fine,1,45,0.100,0.360,0.361
Ground-Fine,1,45,0.108,0.390,0.392
Ground-Fine,1,45,0.152,0.460,0.462
Ground-Fine,1,45,0.185,0.500,0.503
Ground-Fine,1,45,0.212,0.610,0.614
Ground-Fine,1,45,0.236,0.690,0.695
Ground-Fine,1,45,0.258,0.740,0.746
Ground-Fine,1,45,0.279,0.790,0.796
Ground-Fine,1,45,0.298,0.870,0.878
Ground-Fine,1,45,0.315,0.930,0.939
Ground-Fine,1,45,0.333,1.000,1.010
Ground-Fine,1,45,0.350,1.060,1.071
Ground-Fine,1,45,0.365,1.120,1.133
Ground-Fine,1,45,0.380,1.180,1.194
Ground-Fine,1,45,0.393,1.290,1.307
Ground-Fine,1,45,0.404,1.360,1.379
Ground-Fine,1,45,0.416,1.420,1.440
Ground-Fine,1,45,0.428,1.480,1.502
Ground-Fine,1,45,0.438,1.550,1.574
Ground-Fine,1,45,0.447,1.610,1.636
Ground-Fine,1,45,0.455,1.650,1.678
Ground-Fine,1,45,0.460,1.720,1.750
Ground-Fine,1,45,0.471,1.780,1.812
Ground-Fine,1,45,0.479,1.840,1.874
Ground-Fine,1,45,0.489,1.910,1.947
Ground-Fine,1,45,0.497,1.970,2.010
Ground-Fine,1,45,0.504,2.040,2.082
Ground-Fine,1,45,0.511,2.130,2.176
Ground-Fine,1,45,0.521,2.190,2.239
Ground-Fine,1,45,0.530,2.260,2.312
Ground-Fine,1,45,0.538,2.390,2.449
Ground-Fine,1,45,0.548,2.530,2.596
Ground-Fine,1,45,0.555,2.600,2.669
Ground-Fine,1,45,0.561,2.700,2.775
Ground-Fine,1,45,0.572,2.830,2.912
Ground-Fine,1,45,0.581,2.960,3.050
Ground-Fine,1,45,0.590,3.100,3.199
Ground-Fine,1,45,0.599,3.280,3.391
Ground-Fine,1,45,0.608,3.440,3.563
Ground-Fine,1,45,0.615,3.570,3.702
Ground-Fine,1,45,0.626,3.760,3.907
Ground-Fine,1,45,0.634,3.950,4.112
Ground-Fine,1,45,0.644,4.150,4.330
Ground-Fine,1,45,0.651,4.340,4.537
Ground-Fine,1,45,0.660,4.540,4.756
Ground-Fine,1,45,0.671,4.760,4.998
Ground-Fine,1,45,0.680,4.990,5.252
Ground-Fine,1,45,0.689,5.220,5.507
Ground-Fine,1,45,0.699,5.470,5.787
Ground-Fine,1,45,0.708,5.690,6.033
Ground-Fine,1,45,0.717,5.960,6.338
Ground-Fine,1,45,0.725,6.250,6.667
Ground-Fine,1,45,0.735,6.500,6.952
Ground-Fine,1,45,0.744,6.650,7.124
Ground-Fine,1,45,0.752,6.890,7.400
Ground-Fine,1,45,0.763,7.190,7.747
Ground-Fine,1,45,0.771,7.460,8.061
Ground-Fine,1,45,0.779,7.760,8.413
Ground-Fine,1,45,0.788,7.990,8.684
Ground-Fine,1,45,0.797,8.270,9.016
Ground-Fine,1,45,0.807,8.570,9.373
Ground-Fine,1,45,0.816,8.880,9.745
Ground-Fine,1,45,0.825,9.250,10.193
Ground-Fine,1,45,0.833,9.550,10.558
Ground-Fine,1,45,0.842,9.880,10.963
Ground-Fine,1,45,0.850,10.230,11.396
Ground-Fine,1,45,0.858,10.590,11.844
Ground-Fine,1,45,0.865,10.970,12.322
Ground-Fine,1,45,0.875,11.380,12.841
Ground-Fine,1,45,0.884,11.810,13.392
Ground-Fine,1,45,0.892,12.240,13.947
Ground-Fine,1,45,0.900,12.700,14.548
Ground-Fine,2,45,0.101,0.190,0.190
Ground-Fine,2,45,0.107,0.250,0.251
Ground-Fine,2,45,0.152,0.260,0.261
Ground-Fine,2,45,0.186,0.280,0.281
Ground-Fine,2,45,0.214,0.280,0.281
Ground-Fine,2,45,0.239,0.380,0.381
Ground-Fine,2,45,0.261,0.470,0.472
Ground-Fine,2,45,0.283,0.540,0.543
Ground-Fine,2,45,0.302,0.610,0.614
Ground-Fine,2,45,0.320,0.750,0.756
Ground-Fine,2,45,0.336,0.850,0.857
Ground-Fine,2,45,0.350,0.840,0.847
Ground-Fine,2,45,0.363,0.870,0.878
Ground-Fine,2,45,0.377,0.910,0.918
Ground-Fine,2,45,0.389,0.950,0.959
Ground-Fine,2,45,0.400,0.980,0.990
Ground-Fine,2,45,0.411,1.000,1.010
Ground-Fine,2,45,0.421,1.220,1.235
Ground-Fine,2,45,0.427,1.260,1.276
Ground-Fine,2,45,0.436,1.300,1.317
Ground-Fine,2,45,0.445,1.350,1.368
Ground-Fine,2,45,0.452,1.400,1.420
Ground-Fine,2,45,0.461,1.460,1.482
Ground-Fine,2,45,0.470,1.570,1.595
Ground-Fine,2,45,0.477,1.630,1.657
Ground-Fine,2,45,0.487,1.710,1.740
Ground-Fine,2,45,0.497,1.790,1.823
Ground-Fine,2,45,0.505,1.850,1.885
Ground-Fine,2,45,0.513,1.930,1.968
Ground-Fine,2,45,0.522,2.030,2.072
Ground-Fine,2,45,0.527,2.120,2.166
Ground-Fine,2,45,0.539,2.240,2.291
Ground-Fine,2,45,0.547,2.340,2.396
Ground-Fine,2,45,0.556,2.450,2.512
Ground-Fine,2,45,0.565,2.580,2.648
Ground-Fine,2,45,0.572,2.680,2.754
Ground-Fine,2,45,0.581,2.820,2.902
Ground-Fine,2,45,0.590,2.980,3.072
Ground-Fine,2,45,0.599,3.150,3.252
Ground-Fine,2,45,0.608,3.320,3.434
Ground-Fine,2,45,0.616,3.500,3.627
Ground-Fine,2,45,0.623,3.650,3.788
Ground-Fine,2,45,0.631,3.840,3.993
Ground-Fine,2,45,0.642,4.060,4.232
Ground-Fine,2,45,0.651,4.280,4.471
Ground-Fine,2,45,0.660,4.510,4.723
Ground-Fine,2,45,0.670,4.730,4.965
Ground-Fine,2,45,0.678,4.970,5.230
Ground-Fine,2,45,0.688,5.200,5.485
Ground-Fine,2,45,0.697,5.460,5.775
Ground-Fine,2,45,0.707,5.710,6.056
Ground-Fine,2,45,0.717,5.960,6.338
Ground-Fine,2,45,0.725,6.190,6.598
Ground-Fine,2,45,0.736,6.480,6.929
Ground-Fine,2,45,0.744,6.750,7.239
Ground-Fine,2,45,0.754,7.030,7.562
Ground-Fine,2,45,0.761,7.240,7.805
Ground-Fine,2,45,0.769,7.510,8.120
Ground-Fine,2,45,0.778,7.820,8.483
Ground-Fine,2,45,0.789,8.100,8.814
Ground-Fine,2,45,0.799,8.470,9.254
Ground-Fine,2,45,0.807,8.820,9.673
Ground-Fine,2,45,0.817,9.190,10.120
Ground-Fine,2,45,0.827,9.580,10.595
Ground-Fine,2,45,0.834,9.750,10.803
Ground-Fine,2,45,0.840,10.050,11.173
Ground-Fine,2,45,0.850,10.360,11.557
Ground-Fine,2,45,0.860,10.870,12.196
Ground-Fine,2,45,0.869,11.300,12.740
Ground-Fine,2,45,0.876,11.710,13.263
Ground-Fine,2,45,0.885,12.090,13.753
Ground-Fine,2,45,0.893,12.530,14.325
Ground-Fine,2,45,0.899,12.970,14.903
Ground-Fine,3,45,0.100,0.190,0.190
Ground-Fine,3,45,0.118,0.250,0.251
Ground-Fine,3,45,0.154,0.260,0.261
Ground-Fine,3,45,0.183,0.280,0.281
Ground-Fine,3,45,0.207,0.280,0.281
Ground-Fine,3,45,0.228,0.300,0.301
Ground-Fine,3,45,0.248,0.320,0.321
Ground-Fine,3,45,0.267,0.350,0.351
Ground-Fine,3,45,0.284,0.360,0.361
Ground-Fine,3,45,0.302,0.370,0.371
Ground-Fine,3,45,0.317,0.390,0.392
Ground-Fine,3,45,0.333,0.460,0.462
Ground-Fine,3,45,0.348,0.520,0.523
Ground-Fine,3,45,0.362,0.590,0.594
Ground-Fine,3,45,0.376,0.650,0.654
Ground-Fine,3,45,0.388,0.700,0.705
Ground-Fine,3,45,0.400,0.750,0.756
Ground-Fine,3,45,0.411,0.820,0.827
Ground-Fine,3,45,0.422,0.870,0.878
Ground-Fine,3,45,0.433,0.910,0.918
Ground-Fine,3,45,0.442,0.990,1.000
Ground-Fine,3,45,0.450,1.030,1.041
Ground-Fine,3,45,0.458,1.080,1.092
Ground-Fine,3,45,0.466,1.130,1.143
Ground-Fine,3,45,0.474,1.190,1.204
Ground-Fine,3,45,0.483,1.260,1.276
Ground-Fine,3,45,0.491,1.300,1.317
Ground-Fine,3,45,0.498,1.360,1.379
Ground-Fine,3,45,0.508,1.440,1.461
Ground-Fine,3,45,0.517,1.520,1.543
Ground-Fine,3,45,0.525,1.580,1.605
Ground-Fine,3,45,0.533,1.660,1.688
Ground-Fine,3,45,0.542,1.750,1.781
Ground-Fine,3,45,0.549,1.840,1.874
Ground-Fine,3,45,0.559,1.980,2.020
Ground-Fine,3,45,0.568,2.090,2.135
Ground-Fine,3,45,0.577,2.220,2.270
Ground-Fine,3,45,0.585,2.340,2.396
Ground-Fine,3,45,0.594,2.490,2.554
Ground-Fine,3,45,0.601,2.630,2.701
Ground-Fine,3,45,0.611,2.790,2.870
Ground-Fine,3,45,0.621,2.980,3.072
Ground-Fine,3,45,0.629,3.160,3.263
Ground-Fine,3,45,0.639,3.360,3.477
Ground-Fine,3,45,0.647,3.550,3.681
Ground-Fine,3,45,0.656,3.750,3.896
Ground-Fine,3,45,0.665,3.980,4.145
Ground-Fine,3,45,0.675,4.210,4.395
Ground-Fine,3,45,0.684,4.420,4.624
Ground-Fine,3,45,0.693,4.670,4.899
Ground-Fine,3,45,0.702,4.900,5.152
Ground-Fine,3,45,0.712,5.160,5.441
Ground-Fine,3,45,0.721,5.400,5.708
Ground-Fine,3,45,0.731,5.660,6.000
Ground-Fine,3,45,0.739,5.920,6.293
Ground-Fine,3,45,0.748,6.180,6.587
Ground-Fine,3,45,0.758,6.460,6.906
Ground-Fine,3,45,0.767,6.740,7.227
Ground-Fine,3,45,0.776,7.020,7.550
Ground-Fine,3,45,0.785,7.300,7.875
Ground-Fine,3,45,0.793,7.590,8.213
Ground-Fine,3,45,0.802,7.900,8.578
Ground-Fine,3,45,0.811,8.240,8.980
Ground-Fine,3,45,0.820,8.570,9.373
Ground-Fine,3,45,0.829,8.900,9.769
Ground-Fine,3,45,0.838,9.250,10.193
Ground-Fine,3,45,0.846,9.610,10.632
Ground-Fine,3,45,0.855,9.970,11.074
Ground-Fine,3,45,0.863,10.350,11.545
Ground-Fine,3,45,0.872,10.750,12.045
Ground-Fine,3,45,0.881,11.170,12.575
Ground-Fine,3,45,0.889,11.600,13.122
Ground-Fine,3,45,0.897,12.070,13.727
